Case_ID,Theft_Date,Report_Date,Car_Brand,Car_Model,Year_of_Manufacture,Car_Type,Fuel_Type,Color,Registered_State,Registered_City,Location_of_Theft,Time_of_Theft,Police_Station,Is_Recovered,Recovery_Date,Suspect_Identified,Number_of_Prev_Thefts,GPS_Installed,CCTV_Availability,Insurance_Status,Owner_Age_Group
4208,2023-07-20,2023-07-24,Renault,Triber,2010,SUV,Petrol,Red,Karnataka,Mysore,Area-42,Morning,PS-63,No,,No,2,Yes,Yes,Valid,26-40
4209,2023-10-05,2023-10-09,Renault,Kwid,2016,Sedan,Diesel,Green,Tamil Nadu,Coimbatore,Area-14,Night,PS-62,No,,No,1,No,Yes,No Insurance,60+
4210,2023-06-01,2023-06-01,Kia,Seltos,2009,Convertible,Petrol,Green,Tamil Nadu,Coimbatore,Area-37,Afternoon,PS-40,No,,No,0,No,No,Valid,26-40
4211,2023-09-06,2023-09-13,Maruti,Swift,2007,SUV,Diesel,Black,Tamil Nadu,Madurai,Area-37,Night,PS-57,Yes,2023-09-28,No,1,No,No,Expired,41-60
4212,2023-04-06,2023-04-12,Ford,Figo,2021,Convertible,Petrol,Blue,Madhya Pradesh,Indore,Area-41,Afternoon,PS-70,Yes,2023-05-02,Yes,2,Yes,No,Expired,18-25
4213,2023-12-04,2023-12-06,Kia,Carens,2016,Convertible,Electric,Blue,Karnataka,Bangalore,Area-18,Night,PS-1,Yes,2023-12-28,No,0,No,Yes,Valid,18-25
4214,2023-08-19,2023-08-25,Nissan,Kicks,2007,MUV,Electric,Black,Uttar Pradesh,Kanpur,Area-1,Afternoon,PS-57,Yes,2023-09-01,No,1,Yes,No,Expired,26-40
4215,2023-09-10,2023-09-13,Hyundai,Venue,2009,Convertible,Electric,Green,West Bengal,Durgapur,Area-13,Afternoon,PS-36,No,,No,2,Yes,No,Valid,60+
4216,2023-12-25,2023-12-27,Honda,City,2006,Hatchback,Petrol,Black,Uttar Pradesh,Kanpur,Area-38,Morning,PS-55,No,,No,1,Yes,Yes,Valid,26-40
4217,2023-09-06,2023-09-12,Renault,Triber,2011,Sedan,Electric,Green,Maharashtra,Pune,Area-28,Night,PS-86,Yes,2023-09-22,Yes,2,No,No,No Insurance,41-60
4218,2023-05-13,2023-05-19,Ford,Figo,2015,SUV,CNG,Silver,West Bengal,Durgapur,Area-22,Night,PS-91,Yes,2023-05-26,Yes,1,Yes,No,Expired,26-40
4219,2023-09-15,2023-09-17,Maruti,Swift,2006,SUV,CNG,Red,Tamil Nadu,Coimbatore,Area-1,Afternoon,PS-30,No,,No,0,Yes,No,Valid,41-60
4220,2023-07-31,2023-08-07,Renault,Duster,2020,MUV,Electric,White,Uttar Pradesh,Noida,Area-48,Morning,PS-99,No,,No,2,No,Yes,No Insurance,41-60
4221,2023-07-22,2023-07-29,Toyota,Etios,2008,Sedan,CNG,Red,Uttar Pradesh,Kanpur,Area-33,Night,PS-13,Yes,2023-08-04,No,1,Yes,Yes,Expired,18-25
4222,2023-08-19,2023-08-25,Ford,Ecosport,2011,SUV,CNG,Yellow,Madhya Pradesh,Gwalior,Area-14,Evening,PS-25,Yes,2023-08-30,No,0,Yes,No,Valid,60+
4223,2023-05-29,2023-06-03,Nissan,Sunny,2023,Sedan,CNG,Green,Gujarat,Surat,Area-4,Evening,PS-76,Yes,2023-06-05,No,0,Yes,Yes,Expired,60+
4224,2023-07-17,2023-07-19,Honda,Amaze,2013,SUV,CNG,Black,Karnataka,Bangalore,Area-6,Afternoon,PS-44,No,,No,2,Yes,No,Expired,18-25
4225,2023-06-28,2023-07-02,Tata,Altroz,2007,Sedan,Diesel,White,Uttar Pradesh,Kanpur,Area-19,Evening,PS-34,Yes,2023-07-15,No,0,No,Yes,No Insurance,60+
4226,2023-06-07,2023-06-07,Kia,Seltos,2009,Hatchback,Petrol,Black,Delhi,South Delhi,Area-43,Afternoon,PS-80,No,,Yes,2,Yes,No,Expired,41-60
4227,2023-10-04,2023-10-04,Tata,Harrier,2007,SUV,Electric,Silver,Karnataka,Hubli,Area-13,Morning,PS-62,Yes,2023-10-27,No,2,No,Yes,Expired,60+
4228,2023-12-22,2023-12-23,Tata,Nexon,2010,SUV,CNG,White,Gujarat,Vadodara,Area-43,Night,PS-87,Yes,2024-01-16,No,0,Yes,Yes,Valid,26-40
4229,2023-12-12,2023-12-17,Kia,Sonet,2014,Convertible,Diesel,Red,Karnataka,Bangalore,Area-50,Morning,PS-93,No,,No,0,Yes,No,Expired,60+
4230,2023-11-01,2023-11-01,Toyota,Etios,2013,SUV,Electric,Yellow,Tamil Nadu,Madurai,Area-31,Afternoon,PS-37,No,,Yes,0,No,No,Expired,18-25
4231,2023-06-20,2023-06-20,Toyota,Etios,2007,Convertible,Diesel,White,Gujarat,Surat,Area-39,Morning,PS-30,No,,No,2,No,No,Expired,18-25
4232,2023-02-10,2023-02-10,Honda,Jazz,2008,MUV,Electric,Yellow,Punjab,Jalandhar,Area-49,Night,PS-26,No,,No,2,No,Yes,Expired,60+
4233,2023-11-09,2023-11-12,Ford,Aspire,2012,Hatchback,CNG,Black,Tamil Nadu,Coimbatore,Area-7,Afternoon,PS-80,Yes,2023-12-04,No,1,No,Yes,Expired,18-25
4234,2023-05-12,2023-05-13,Kia,Seltos,2021,MUV,Petrol,Gray,Karnataka,Bangalore,Area-13,Morning,PS-94,No,,Yes,0,Yes,Yes,Expired,41-60
4235,2023-02-09,2023-02-12,Ford,Ecosport,2023,Convertible,Petrol,Green,Punjab,Amritsar,Area-19,Night,PS-82,No,,No,2,Yes,No,Expired,18-25
4236,2023-01-03,2023-01-09,Tata,Nexon,2010,Pickup,Diesel,White,Gujarat,Ahmedabad,Area-17,Morning,PS-82,No,,No,2,Yes,Yes,Valid,26-40
4237,2023-04-19,2023-04-25,Renault,Triber,2005,SUV,Diesel,Yellow,Gujarat,Ahmedabad,Area-29,Morning,PS-11,No,,No,0,Yes,No,No Insurance,26-40
4238,2023-12-11,2023-12-18,Mahindra,XUV500,2012,SUV,CNG,Red,Maharashtra,Pune,Area-26,Afternoon,PS-39,No,,No,0,Yes,No,Valid,26-40
4239,2023-11-11,2023-11-15,Renault,Triber,2023,Hatchback,CNG,Silver,Maharashtra,Nagpur,Area-1,Night,PS-50,No,,No,0,No,No,Valid,60+
4240,2023-12-17,2023-12-19,Hyundai,Creta,2017,Pickup,Diesel,Red,Madhya Pradesh,Bhopal,Area-29,Morning,PS-90,No,,No,2,Yes,No,No Insurance,26-40
4241,2023-11-06,2023-11-13,Honda,Jazz,2022,Pickup,Petrol,White,West Bengal,Howrah,Area-29,Night,PS-25,No,,No,0,No,No,Valid,26-40
4242,2023-08-15,2023-08-18,Mahindra,Scorpio,2013,Hatchback,Petrol,Black,Rajasthan,Udaipur,Area-32,Night,PS-45,Yes,2023-08-27,No,2,Yes,Yes,No Insurance,60+
4243,2023-09-30,2023-10-01,Mahindra,Thar,2021,SUV,CNG,White,Tamil Nadu,Madurai,Area-18,Morning,PS-97,Yes,2023-10-12,No,2,Yes,Yes,No Insurance,18-25
4244,2023-04-29,2023-05-05,Maruti,WagonR,2023,Hatchback,Diesel,Yellow,Karnataka,Hubli,Area-26,Evening,PS-25,Yes,2023-05-18,No,2,No,Yes,No Insurance,26-40
4245,2023-07-09,2023-07-12,Ford,Aspire,2011,Pickup,Diesel,Blue,Maharashtra,Pune,Area-11,Morning,PS-43,Yes,2023-07-12,No,1,Yes,No,Expired,18-25
4246,2023-12-29,2023-12-29,Renault,Triber,2023,SUV,Diesel,Silver,Madhya Pradesh,Indore,Area-18,Morning,PS-95,No,,No,2,No,Yes,Valid,26-40
4247,2023-02-22,2023-02-23,Tata,Altroz,2014,SUV,Electric,Yellow,West Bengal,Kolkata,Area-38,Night,PS-100,Yes,2023-03-12,No,0,No,No,Expired,18-25
4248,2023-06-25,2023-06-30,Tata,Altroz,2007,Sedan,Petrol,Black,Delhi,South Delhi,Area-7,Evening,PS-49,No,,No,1,Yes,Yes,Valid,60+
4249,2023-09-11,2023-09-12,Tata,Nexon,2008,SUV,Petrol,Green,Gujarat,Ahmedabad,Area-6,Night,PS-82,No,,No,1,No,Yes,No Insurance,18-25
4250,2023-05-31,2023-06-07,Kia,Seltos,2009,Convertible,CNG,Black,West Bengal,Kolkata,Area-3,Morning,PS-78,No,,Yes,0,No,Yes,Valid,60+
4251,2023-10-27,2023-11-03,Toyota,Fortuner,2015,Hatchback,Diesel,White,West Bengal,Durgapur,Area-38,Evening,PS-63,No,,No,0,Yes,No,Expired,26-40
4252,2023-03-12,2023-03-12,Kia,Sonet,2010,Sedan,Diesel,Blue,Uttar Pradesh,Lucknow,Area-10,Afternoon,PS-45,Yes,2023-03-16,No,2,No,No,Valid,18-25
4253,2023-10-14,2023-10-15,Nissan,Kicks,2011,Hatchback,Electric,Green,Karnataka,Mysore,Area-25,Evening,PS-46,No,,Yes,1,No,Yes,Expired,60+
4254,2023-07-31,2023-08-06,Tata,Harrier,2023,SUV,Petrol,Yellow,Karnataka,Hubli,Area-4,Morning,PS-48,Yes,2023-08-17,No,0,Yes,Yes,Valid,60+
4255,2023-04-02,2023-04-04,Toyota,Fortuner,2006,Pickup,Petrol,Red,West Bengal,Kolkata,Area-17,Morning,PS-2,No,,No,1,No,No,Expired,60+
4256,2023-09-04,2023-09-08,Nissan,Magnite,2008,Hatchback,CNG,Silver,Rajasthan,Udaipur,Area-22,Morning,PS-78,No,,Yes,0,No,No,Valid,18-25
4257,2023-06-23,2023-06-27,Hyundai,Venue,2007,Sedan,Diesel,Blue,Tamil Nadu,Chennai,Area-46,Night,PS-19,No,,No,2,No,Yes,Expired,26-40
4258,2023-05-27,2023-05-28,Maruti,Baleno,2011,Convertible,Diesel,Gray,Rajasthan,Udaipur,Area-36,Evening,PS-34,No,,No,0,No,No,Valid,60+
4259,2023-08-15,2023-08-17,Mahindra,Thar,2018,Convertible,CNG,Yellow,Gujarat,Surat,Area-6,Night,PS-100,Yes,2023-08-18,No,2,No,Yes,Valid,26-40
4260,2023-03-06,2023-03-10,Mahindra,Thar,2013,Pickup,Petrol,Red,Karnataka,Hubli,Area-13,Evening,PS-70,No,,No,0,Yes,Yes,Expired,26-40
4261,2023-08-29,2023-08-31,Nissan,Magnite,2020,SUV,Diesel,Blue,Madhya Pradesh,Bhopal,Area-19,Night,PS-42,Yes,2023-09-12,Yes,2,No,Yes,No Insurance,41-60
4262,2023-09-09,2023-09-14,Mahindra,Scorpio,2020,MUV,Diesel,Black,Uttar Pradesh,Noida,Area-38,Afternoon,PS-85,Yes,2023-09-16,No,0,Yes,Yes,Valid,26-40
4263,2023-11-05,2023-11-05,Honda,Jazz,2008,Convertible,Petrol,White,Rajasthan,Udaipur,Area-48,Afternoon,PS-49,Yes,2023-11-08,No,0,No,No,No Insurance,26-40
4264,2023-03-30,2023-03-30,Ford,Ecosport,2014,Hatchback,CNG,Silver,Punjab,Amritsar,Area-39,Evening,PS-42,No,,No,1,Yes,No,No Insurance,18-25
4265,2023-09-15,2023-09-19,Toyota,Glanza,2011,Convertible,CNG,Blue,Gujarat,Surat,Area-16,Afternoon,PS-27,Yes,2023-10-03,Yes,2,No,No,Expired,26-40
4266,2023-12-18,2023-12-20,Tata,Nexon,2014,Hatchback,Petrol,Green,Tamil Nadu,Madurai,Area-5,Night,PS-75,No,,No,0,No,Yes,No Insurance,60+
4267,2023-09-23,2023-09-25,Mahindra,XUV500,2012,Sedan,Diesel,Blue,Rajasthan,Jaipur,Area-11,Night,PS-99,No,,No,2,No,Yes,No Insurance,26-40
4268,2023-09-11,2023-09-18,Renault,Triber,2014,Pickup,Petrol,Red,Uttar Pradesh,Lucknow,Area-7,Afternoon,PS-13,No,,No,2,Yes,Yes,Valid,60+
4269,2023-04-23,2023-04-24,Mahindra,Thar,2010,Pickup,Electric,Silver,Gujarat,Ahmedabad,Area-10,Morning,PS-21,Yes,2023-05-16,No,2,Yes,No,Valid,60+
4270,2023-02-05,2023-02-05,Nissan,Sunny,2020,Sedan,Petrol,Gray,Maharashtra,Mumbai,Area-17,Night,PS-71,No,,No,1,No,Yes,No Insurance,18-25
4271,2023-08-23,2023-08-25,Honda,City,2006,MUV,Diesel,Green,Karnataka,Bangalore,Area-44,Night,PS-33,No,,No,1,Yes,No,No Insurance,60+
4272,2023-11-11,2023-11-12,Tata,Nexon,2021,Pickup,Electric,Silver,Gujarat,Vadodara,Area-8,Afternoon,PS-54,Yes,2023-12-08,No,0,Yes,Yes,Valid,60+
4273,2023-04-25,2023-04-27,Toyota,Glanza,2014,SUV,Diesel,Yellow,Madhya Pradesh,Gwalior,Area-1,Morning,PS-2,No,,No,0,Yes,Yes,Expired,18-25
4274,2023-10-29,2023-11-02,Nissan,Sunny,2020,SUV,CNG,White,Rajasthan,Jodhpur,Area-14,Night,PS-38,Yes,2023-11-09,No,2,No,Yes,No Insurance,26-40
4275,2023-11-05,2023-11-07,Toyota,Glanza,2005,Hatchback,CNG,Green,Uttar Pradesh,Kanpur,Area-42,Evening,PS-27,No,,No,1,No,No,Expired,26-40
4276,2023-03-05,2023-03-09,Maruti,Ertiga,2022,Sedan,Petrol,Red,Gujarat,Surat,Area-38,Afternoon,PS-15,No,,No,0,No,Yes,Expired,18-25
4277,2023-04-09,2023-04-13,Nissan,Sunny,2018,Pickup,Diesel,White,Karnataka,Bangalore,Area-46,Evening,PS-72,No,,Yes,1,No,Yes,Expired,41-60
4278,2023-07-23,2023-07-24,Toyota,Innova,2009,MUV,CNG,Gray,Tamil Nadu,Madurai,Area-20,Night,PS-21,Yes,2023-08-07,No,1,No,Yes,No Insurance,26-40
4279,2023-02-17,2023-02-23,Honda,Amaze,2005,Convertible,CNG,Red,Karnataka,Hubli,Area-28,Morning,PS-45,Yes,2023-03-09,No,2,No,No,No Insurance,18-25
4280,2023-10-13,2023-10-20,Kia,Carens,2019,Hatchback,Diesel,Blue,Karnataka,Bangalore,Area-33,Night,PS-74,No,,No,1,No,Yes,No Insurance,41-60
4281,2023-10-01,2023-10-01,Hyundai,Venue,2020,Pickup,Petrol,White,Madhya Pradesh,Bhopal,Area-38,Morning,PS-51,No,,No,2,Yes,Yes,No Insurance,18-25
4282,2023-02-09,2023-02-16,Renault,Triber,2020,Hatchback,CNG,Gray,Punjab,Amritsar,Area-12,Afternoon,PS-86,Yes,2023-02-18,Yes,0,Yes,No,No Insurance,26-40
4283,2023-08-07,2023-08-14,Tata,Nexon,2020,Pickup,Diesel,Yellow,Gujarat,Surat,Area-11,Afternoon,PS-91,No,,Yes,2,No,Yes,Valid,18-25
4284,2023-02-08,2023-02-15,Mahindra,Scorpio,2007,Hatchback,CNG,Gray,Punjab,Ludhiana,Area-11,Evening,PS-80,No,,No,0,Yes,No,No Insurance,60+
4285,2023-01-15,2023-01-22,Ford,Aspire,2021,Hatchback,Diesel,Blue,Maharashtra,Mumbai,Area-17,Morning,PS-82,Yes,2023-02-03,No,2,No,No,Valid,41-60
4286,2023-09-14,2023-09-21,Ford,Ecosport,2019,Hatchback,Electric,Silver,Madhya Pradesh,Bhopal,Area-40,Afternoon,PS-21,No,,No,2,Yes,Yes,No Insurance,60+
4287,2023-10-24,2023-10-31,Honda,WRV,2008,Sedan,Diesel,Green,Punjab,Ludhiana,Area-23,Night,PS-55,No,,No,1,Yes,No,Valid,18-25
4288,2023-09-01,2023-09-01,Maruti,Swift,2005,Convertible,Diesel,Red,West Bengal,Howrah,Area-43,Morning,PS-30,No,,No,1,No,No,Expired,41-60
4289,2023-09-18,2023-09-25,Renault,Kwid,2018,Pickup,Petrol,Green,Rajasthan,Jodhpur,Area-42,Evening,PS-42,No,,No,1,Yes,Yes,Expired,18-25
4290,2023-11-14,2023-11-21,Maruti,Ertiga,2010,Hatchback,Diesel,Green,Maharashtra,Pune,Area-7,Night,PS-1,No,,No,1,Yes,Yes,Valid,26-40
4291,2023-06-28,2023-06-30,Maruti,WagonR,2005,MUV,Diesel,Blue,Madhya Pradesh,Indore,Area-14,Night,PS-96,Yes,2023-07-24,No,1,Yes,No,No Insurance,41-60
4292,2023-02-05,2023-02-11,Nissan,Sunny,2005,MUV,Petrol,Gray,Rajasthan,Jaipur,Area-4,Morning,PS-11,No,,Yes,0,Yes,No,Expired,60+
4293,2023-05-07,2023-05-08,Nissan,Sunny,2016,Pickup,Diesel,Silver,Madhya Pradesh,Gwalior,Area-32,Morning,PS-45,No,,Yes,1,Yes,Yes,No Insurance,60+
4294,2023-05-24,2023-05-31,Honda,WRV,2023,Convertible,Diesel,Red,Punjab,Amritsar,Area-18,Afternoon,PS-97,Yes,2023-06-19,Yes,1,No,Yes,Expired,41-60
4295,2023-06-03,2023-06-03,Toyota,Glanza,2006,SUV,Petrol,Green,Gujarat,Vadodara,Area-18,Morning,PS-17,No,,No,2,Yes,Yes,Valid,26-40
4296,2023-08-24,2023-08-27,Tata,Harrier,2007,Convertible,Diesel,White,Gujarat,Vadodara,Area-14,Afternoon,PS-11,Yes,2023-08-30,No,0,Yes,Yes,No Insurance,41-60
4297,2023-12-24,2023-12-31,Mahindra,XUV500,2008,Convertible,Petrol,Red,Punjab,Amritsar,Area-32,Afternoon,PS-54,No,,No,0,No,No,Valid,26-40
4298,2023-05-15,2023-05-16,Kia,Sonet,2015,MUV,CNG,White,Gujarat,Vadodara,Area-37,Morning,PS-41,No,,Yes,0,No,Yes,Expired,18-25
4299,2023-01-26,2023-01-26,Maruti,Ertiga,2023,Pickup,Electric,Green,Uttar Pradesh,Lucknow,Area-47,Night,PS-71,Yes,2023-02-19,No,2,Yes,No,Expired,26-40
4300,2023-07-07,2023-07-09,Nissan,Magnite,2023,Convertible,Petrol,Gray,Rajasthan,Udaipur,Area-11,Morning,PS-52,Yes,2023-07-18,No,2,Yes,Yes,No Insurance,26-40
4301,2023-07-30,2023-08-05,Kia,Sonet,2021,MUV,Electric,Gray,West Bengal,Howrah,Area-33,Afternoon,PS-69,Yes,2023-09-04,Yes,0,No,Yes,Expired,60+
4302,2023-12-24,2023-12-25,Honda,City,2012,Convertible,CNG,Gray,Gujarat,Vadodara,Area-39,Morning,PS-65,No,,No,2,No,Yes,Valid,26-40
4303,2023-02-19,2023-02-20,Toyota,Etios,2022,Hatchback,CNG,Yellow,Punjab,Jalandhar,Area-6,Evening,PS-85,Yes,2023-02-27,No,0,Yes,No,Expired,41-60
4304,2023-11-28,2023-12-03,Honda,Jazz,2005,Convertible,CNG,Green,Maharashtra,Nagpur,Area-5,Night,PS-76,No,,No,0,No,No,No Insurance,41-60
4305,2023-01-15,2023-01-22,Tata,Harrier,2019,SUV,Petrol,Silver,Punjab,Jalandhar,Area-40,Night,PS-21,Yes,2023-01-27,Yes,0,No,No,No Insurance,41-60
4306,2023-04-27,2023-05-04,Mahindra,XUV500,2018,Convertible,Petrol,Yellow,Maharashtra,Mumbai,Area-39,Morning,PS-27,No,,Yes,1,No,No,Expired,26-40
4307,2023-10-21,2023-10-26,Toyota,Fortuner,2023,Convertible,CNG,Gray,Maharashtra,Pune,Area-13,Morning,PS-99,Yes,2023-11-03,No,2,No,Yes,Expired,18-25
4308,2023-04-21,2023-04-22,Maruti,Ertiga,2016,Convertible,Diesel,Black,Rajasthan,Jodhpur,Area-42,Afternoon,PS-92,No,,Yes,1,Yes,No,Valid,26-40
4309,2023-08-11,2023-08-16,Ford,Ecosport,2011,Hatchback,Electric,White,Gujarat,Ahmedabad,Area-44,Afternoon,PS-58,Yes,2023-08-26,No,2,No,No,Expired,26-40
4310,2023-08-30,2023-09-04,Maruti,Ertiga,2017,Pickup,CNG,Blue,West Bengal,Howrah,Area-1,Night,PS-82,No,,No,0,Yes,No,Valid,18-25
4311,2023-03-14,2023-03-16,Hyundai,Creta,2009,Pickup,Electric,Blue,Maharashtra,Nagpur,Area-17,Morning,PS-7,No,,Yes,0,Yes,Yes,Valid,60+
4312,2023-01-27,2023-02-01,Kia,Sonet,2018,SUV,Diesel,Yellow,Tamil Nadu,Coimbatore,Area-7,Afternoon,PS-19,No,,No,1,Yes,No,Valid,60+
4313,2023-03-12,2023-03-14,Toyota,Glanza,2007,Sedan,Petrol,Green,Madhya Pradesh,Bhopal,Area-23,Afternoon,PS-3,Yes,2023-03-30,No,0,No,No,No Insurance,60+
4314,2023-11-27,2023-11-28,Mahindra,XUV500,2005,Pickup,Electric,Gray,Rajasthan,Udaipur,Area-35,Night,PS-2,No,,Yes,1,No,No,Expired,26-40
4315,2023-12-25,2023-12-31,Ford,Figo,2013,Sedan,Petrol,Black,Maharashtra,Nagpur,Area-24,Evening,PS-93,Yes,2024-01-15,No,2,No,No,Expired,60+
4316,2023-07-07,2023-07-13,Hyundai,Creta,2013,Hatchback,Petrol,Red,Madhya Pradesh,Indore,Area-11,Evening,PS-30,No,,No,0,Yes,No,No Insurance,41-60
4317,2023-05-24,2023-05-28,Mahindra,Thar,2022,Pickup,Diesel,Silver,Tamil Nadu,Chennai,Area-11,Afternoon,PS-46,No,,No,0,No,No,Valid,41-60
4318,2023-01-15,2023-01-22,Hyundai,i20,2015,Hatchback,Electric,Gray,Gujarat,Ahmedabad,Area-6,Night,PS-62,No,,No,2,Yes,No,Valid,26-40
4319,2023-12-12,2023-12-13,Renault,Kwid,2014,Hatchback,Electric,Blue,Karnataka,Mysore,Area-41,Night,PS-14,No,,No,0,No,No,Valid,26-40
4320,2023-08-07,2023-08-10,Toyota,Glanza,2021,Pickup,CNG,Black,Maharashtra,Mumbai,Area-41,Night,PS-56,Yes,2023-08-31,Yes,2,Yes,No,Expired,41-60
4321,2023-08-17,2023-08-22,Renault,Triber,2016,MUV,Electric,Yellow,Punjab,Jalandhar,Area-17,Afternoon,PS-64,No,,No,0,Yes,Yes,No Insurance,18-25
4322,2023-01-01,2023-01-04,Ford,Aspire,2012,Pickup,Petrol,Green,Tamil Nadu,Madurai,Area-12,Afternoon,PS-80,No,,No,1,No,Yes,No Insurance,18-25
4323,2023-03-13,2023-03-18,Maruti,Baleno,2016,Convertible,Petrol,Silver,Punjab,Jalandhar,Area-48,Morning,PS-86,No,,No,2,No,Yes,No Insurance,26-40
4324,2023-03-27,2023-03-28,Ford,Aspire,2016,Sedan,Diesel,Blue,Rajasthan,Jaipur,Area-44,Afternoon,PS-4,Yes,2023-04-01,No,0,Yes,No,Expired,60+
4325,2023-02-16,2023-02-18,Ford,Figo,2016,Convertible,Diesel,Green,West Bengal,Howrah,Area-11,Afternoon,PS-1,Yes,2023-03-01,Yes,0,No,No,No Insurance,18-25
4326,2023-11-02,2023-11-07,Honda,Jazz,2018,Hatchback,Diesel,Red,Maharashtra,Mumbai,Area-45,Afternoon,PS-98,No,,No,1,Yes,Yes,Expired,18-25
4327,2023-03-01,2023-03-03,Maruti,WagonR,2019,MUV,Diesel,Gray,Gujarat,Surat,Area-50,Morning,PS-8,No,,No,2,No,Yes,No Insurance,60+
4328,2023-08-29,2023-09-04,Kia,Carens,2007,SUV,Petrol,Gray,Tamil Nadu,Madurai,Area-29,Night,PS-27,Yes,2023-09-04,No,2,No,Yes,No Insurance,26-40
4329,2023-06-30,2023-07-04,Nissan,Kicks,2016,Sedan,CNG,Blue,Gujarat,Ahmedabad,Area-36,Morning,PS-15,Yes,2023-07-14,No,0,Yes,No,No Insurance,18-25
4330,2023-10-15,2023-10-18,Tata,Altroz,2011,Convertible,CNG,Green,Rajasthan,Udaipur,Area-34,Morning,PS-1,No,,No,1,No,No,Valid,41-60
4331,2023-08-05,2023-08-09,Ford,Ecosport,2014,Hatchback,Petrol,Green,Rajasthan,Jaipur,Area-11,Morning,PS-52,No,,No,0,Yes,No,Expired,41-60
4332,2023-04-20,2023-04-20,Tata,Altroz,2007,MUV,CNG,Yellow,Delhi,West Delhi,Area-39,Night,PS-69,Yes,2023-04-21,No,0,No,No,Expired,26-40
4333,2023-04-30,2023-05-07,Renault,Kwid,2007,SUV,CNG,Blue,Tamil Nadu,Coimbatore,Area-33,Morning,PS-52,No,,No,0,Yes,Yes,Valid,26-40
4334,2023-10-03,2023-10-07,Nissan,Magnite,2022,MUV,Electric,Silver,Karnataka,Hubli,Area-18,Night,PS-46,No,,Yes,0,No,Yes,Valid,18-25
4335,2023-06-28,2023-07-02,Kia,Sonet,2006,Sedan,Diesel,Silver,Uttar Pradesh,Kanpur,Area-5,Night,PS-72,Yes,2023-08-01,Yes,1,Yes,Yes,No Insurance,41-60
4336,2023-03-26,2023-03-27,Ford,Figo,2007,MUV,Diesel,Black,Karnataka,Bangalore,Area-26,Evening,PS-82,No,,No,2,Yes,No,No Insurance,26-40
4337,2023-06-06,2023-06-13,Nissan,Magnite,2015,Hatchback,CNG,Yellow,Gujarat,Surat,Area-12,Night,PS-98,No,,No,2,No,Yes,Expired,41-60
4338,2023-10-12,2023-10-17,Ford,Ecosport,2007,Convertible,Petrol,Green,West Bengal,Kolkata,Area-24,Night,PS-44,No,,Yes,1,Yes,No,Expired,18-25
4339,2023-04-14,2023-04-17,Honda,Amaze,2023,Sedan,Electric,Gray,Gujarat,Surat,Area-33,Evening,PS-56,No,,No,2,Yes,No,No Insurance,60+
4340,2023-06-17,2023-06-18,Nissan,Magnite,2007,MUV,Electric,Blue,Uttar Pradesh,Lucknow,Area-30,Morning,PS-27,No,,No,2,No,Yes,No Insurance,60+
4341,2023-04-22,2023-04-22,Maruti,Baleno,2016,Convertible,Diesel,Blue,Tamil Nadu,Madurai,Area-38,Morning,PS-61,Yes,2023-04-24,No,2,No,Yes,Expired,41-60
4342,2023-09-28,2023-10-04,Hyundai,Creta,2020,MUV,Petrol,Blue,Madhya Pradesh,Indore,Area-25,Morning,PS-28,Yes,2023-10-07,No,0,No,No,No Insurance,26-40
4343,2023-08-15,2023-08-21,Honda,City,2009,SUV,Electric,Yellow,Delhi,South Delhi,Area-46,Night,PS-44,No,,No,0,No,Yes,Expired,18-25
4344,2023-05-17,2023-05-20,Tata,Altroz,2016,Pickup,Diesel,Blue,Rajasthan,Jaipur,Area-39,Night,PS-75,No,,No,0,No,Yes,No Insurance,26-40
4345,2023-04-06,2023-04-07,Kia,Seltos,2006,Convertible,Diesel,Silver,Punjab,Amritsar,Area-36,Evening,PS-57,No,,Yes,0,Yes,Yes,No Insurance,41-60
4346,2023-03-21,2023-03-22,Renault,Triber,2015,Convertible,CNG,Silver,West Bengal,Durgapur,Area-12,Afternoon,PS-51,No,,No,0,No,No,No Insurance,41-60
4347,2023-12-09,2023-12-15,Honda,City,2017,MUV,Electric,Gray,West Bengal,Howrah,Area-11,Afternoon,PS-33,Yes,2023-12-26,No,1,No,Yes,No Insurance,26-40
4348,2023-07-28,2023-07-29,Nissan,Magnite,2018,MUV,Electric,Blue,Madhya Pradesh,Gwalior,Area-39,Afternoon,PS-14,No,,No,0,No,Yes,Expired,18-25
4349,2023-02-11,2023-02-12,Tata,Harrier,2011,Pickup,Diesel,Black,Rajasthan,Jodhpur,Area-46,Evening,PS-96,No,,Yes,1,No,Yes,No Insurance,18-25
4350,2023-07-03,2023-07-10,Nissan,Kicks,2020,MUV,Petrol,Red,Tamil Nadu,Chennai,Area-48,Evening,PS-71,No,,No,0,Yes,Yes,No Insurance,60+
4351,2023-05-28,2023-06-04,Maruti,Ertiga,2017,Hatchback,Petrol,Black,Uttar Pradesh,Noida,Area-27,Evening,PS-62,No,,No,1,Yes,No,Valid,60+
4352,2023-07-24,2023-07-24,Mahindra,XUV500,2022,MUV,Diesel,Green,Karnataka,Mysore,Area-27,Morning,PS-54,Yes,2023-08-17,No,0,No,No,No Insurance,41-60
4353,2023-07-20,2023-07-20,Nissan,Sunny,2013,SUV,CNG,Blue,Madhya Pradesh,Indore,Area-14,Evening,PS-19,No,,No,1,Yes,No,Expired,26-40
